,title,year,month,journal,code,weight,code_label,id,gen_code
1147,Welfare's scandalous cousin,1995,Feb,U.S. News & World Report,2,10.0,"relinequality, implicit",1149,1
1148,What About Women?,1995,Mar,Newsweek,5,10.0,irrelevant,1150,0
1149,What Baby Boomers Make,1985,Nov,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1151,0
1150,What Congress heard from back home,1982,Mar,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1152,0
1151,What Good Can Come From Crisis?,2008,Nov,Newsweek,1,6.67,"relinequality, explicit",1153,0
1152,What Greenspan doesn't know--,2000,May,Newsweek,2,6.67,"relinequality, implicit",1154,1
1153,What Inflation Means for . . .,2006,Jul,Time,2,6.67,"relinequality, implicit",1155,1
1154,What It Means for Your Wallet,2006,Apr,Time,1,6.67,"relinequality, explicit",1156,1
1155,What Now for U.S. Forces?,2006,Jul,U.S. News & World Report,5,10.0,irrelevant,1157,0
1156,What Price Preference?,1991,Sep,Time,1,10.0,"relinequality, explicit",1158,1
1157,What Riles U.S. About Canada,1981,Jul,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",1159,0
1158,What They Did in the War,1982,May,Newsweek,5,10.0,irrelevant,1160,1
1159,What Was That About?,2009,Apr,Newsweek,4,6.67,"releconomy (employment, economy)",1161,0
1160,What Will be the 10 Hottests Jobs?,2000,May,Time,4,10.0,"releconomy (employment, economy)",1162,1
1161,What Would Lincoln Do?,2009,Feb,Time,2,6.67,"relinequality, implicit",1163,1
1162,What jobs are worth around the country,1988,Apr,U.S. News & World Report,5,6.67,irrelevant,1164,0
1163,What should Bill Clinton do first?,1992,Nov,U.S. News & World Report,2,6.67,"relinequality, implicit",1165,0
1164,What tax cut? Why some of the 'wealthy' have nothing to gain,1997,Aug,Time,1,6.67,"relinequality, explicit",1166,1
1165,What the fight's about,1995,Dec,Newsweek,1,10.0,"relinequality, explicit",1167,0
1166,What to remember about 1986,1986,Dec,Newsweek,1,6.67,"relinequality, explicit",1168,0
1167,What's Really Fair,1990,Nov,Time,1,10.0,"relinequality, explicit",1169,1
1168,What's a president to do?,1992,Sep,Newsweek,1,6.67,"relinequality, explicit",1170,0
1169,What's a shopper to do?,2000,Dec,Newsweek,2,6.67,"relinequality, implicit",1171,1
1170,What's happened to the economy since Reagan took office,1982,Oct,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1172,0
1171,What's my worth?,1999,Nov,U.S. News & World Report,5,6.67,irrelevant,1173,0
1172,"What, Me Worry?",2010,Nov,Newsweek,2,6.67,"relinequality, implicit",1174,0
1173,Whatever happened to minority students?,1999,Mar,U.S. News & World Report,5,6.67,irrelevant,1175,0
1174,"Whatever it is, Bill Clinton likely did it",1994,Aug,U.S. News & World Report,5,6.67,irrelevant,1176,0
1175,When Good News is Bad,1981,May,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1177,0
1176,When High Court's quarrels go public,1984,Oct,U.S. News & World Report,5,6.67,irrelevant,1178,1
1177,"When Times Were Tough, We Went 'Bare'",2003,Jul,Newsweek,1,6.67,"relinequality, explicit",1179,1
1178,When You Face a Loss Selling Your Home,1985,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1180,0
1179,When crime panel singes president,1986,Jan,U.S. News & World Report,5,6.67,irrelevant,1181,0
1180,When dictators shoot back: Gaddafi and Assad are unyielding and murderous. Has the Arab Spring turned into an Arab Hell?,2011,Aug,Newsweek,5,6.67,irrelevant,1182,0
1181,When jobless pay runs out,1980,Oct,U.S. News & World Report,2,6.67,"relinequality, implicit",1183,1
1182,When people vote their pocketbooks,1984,Jun,U.S. News & World Report,4,6.67,"releconomy (employment, economy)",1184,0
1183,When right isn't right,1987,May,Newsweek,5,6.67,irrelevant,1185,0
1184,When rocket science turns troublesome,1998,Dec,U.S. News & World Report,5,6.67,irrelevant,1186,0
1185,When the Cheering Stops,2003,Apr,Time,5,10.0,irrelevant,1187,0
1186,When the Slogging Gets Rough . . .,2006,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1188,1
1187,When you look beneath good news on prices,1980,Sep,U.S. News & World Report,2,6.67,"relinequality, implicit",1189,0
1188,Where Budget Cuts Stir Biggest Protest,1981,May,U.S. News & World Report,1,10.0,"relinequality, explicit",1190,1
1189,Where Did Reform Go?,2009,Dec,Time,2,6.67,"relinequality, implicit",1191,0
1190,Where Idle Ph.D..'s Get a Helping Hand,1981,Aug,U.S. News & World Report,1,10.0,"relinequality, explicit",1192,1
1191,Where government workers are allowed to strike,1981,Aug,U.S. News & World Report,5,6.67,irrelevant,1193,0
1192,Where have the good jobs gone?,1995,Jul,U.S. News & World Report,1,6.67,"relinequality, explicit",1194,1
1193,Where inflation has taken us,1983,Oct,U.S. News & World Report,5,6.67,irrelevant,1195,0
1194,Where the 1% Lives.,2012,,"Time; 1/9/2012, Vol. 179 Issue 1, p14-14, 1p, 2 Color Photographs",1,1.0,"relinequality, explicit",1196,1
1195,Where the Jobs Are,2010,Oct,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1197,1
1196,Where the candidates stand,1984,Sep,U.S. News & World Report,5,6.67,irrelevant,1198,0
1197,Where to Launch a Second Career,2010,Oct,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1199,1
1198,White House Zips Lip of Its Own Economist,1983,Dec,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1200,0
1199,White House race: unions out in cold,1980,May,U.S. News & World Report,2,6.67,"relinequality, implicit",1201,0
1200,Who Controls the Comptroller?,1986,Jun,Time,4,10.0,"releconomy (employment, economy)",1202,0
1201,Who Deserves the Blame?,1990,Oct,Time,1,10.0,"relinequality, explicit",1203,0
1202,Who Needs a Fair Deal?,1999,Aug,Newsweek,5,10.0,irrelevant,1204,0
1203,Who Rules America ? Retired People.,2011,Feb,Newsweek,2,6.67,"relinequality, implicit",1205,1
1204,Who Tax Cuts Will Help Most,1981,Aug,U.S. News & World Report,2,10.0,"relinequality, implicit",1206,0
1205,Who controls the purse strings in your house? On the delicate subject of money.,1988,Mar,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1207,0
1206,Who needs parents?,1998,Aug,Newsweek,5,6.67,irrelevant,1208,1
1207,Who'd Be Hurt By New Round Of Budget Cuts,1981,Oct,U.S. News & World Report,2,10.0,"relinequality, implicit",1209,1
1208,Who'll Pay the Piper?,2010,Feb,Newsweek,2,6.67,"relinequality, implicit",1210,0
1209,Who'll get help from new jobs bill,1983,Apr,U.S. News & World Report,3,6.67,relchanges (income/wages/earnings/etc.),1211,0
1210,"Who's helped, hurt if youths are paid less",1981,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",1212,1
1211,Who's really to blame?,1995,Nov,Time,1,1.0,"relinequality, explicit",1213,0
1212,Why America is working,1999,Mar,U.S. News & World Report,5,6.67,irrelevant,1214,1
1213,Why Big Paydays Aren't All Bad,2009,Mar,Newsweek,1,1.0,"relinequality, explicit",1215,0
1214,Why More May Not Be Enough,2007,Jan,U.S. News & World Report,5,10.0,irrelevant,1216,1
1215,Why Republicans need a tax cut,1995,Oct,U.S. News & World Report,5,6.67,irrelevant,1217,0
1216,Why Your Tax Cut Doesn't Add Up,2004,Apr,Newsweek,1,1.0,"relinequality, explicit",1218,1
1217,Why air controllers want union voice again,1984,Oct,U.S. News & World Report,5,6.67,irrelevant,1219,1
1218,Why it pays to quit,1999,Nov,U.S. News & World Report v. 127 no. 17 (November 1 1999) p. 74-6+,1,6.67,"relinequality, explicit",1220,0
1219,Why taxing the rich makes sense,1993,May,U.S. News & World Report,1,6.67,"relinequality, explicit",1221,0
1220,Why teachers don't teach,1996,Feb,U.S. News & World Report,5,6.67,irrelevant,1222,0
1221,Will Americans work for $5 a day?,1990,Jul,Time,2,6.67,"relinequality, implicit",1223,1
1222,Will Democrats dunk the rich?,1990,Jul,Newsweek,1,6.67,"relinequality, explicit",1224,1
1223,Will success ruin Solidarity's party?,1989,Aug,U.S. News & World Report,5,6.67,irrelevant,1225,1
1224,Will your money last?,1992,Jun,Newsweek,3,10.0,relchanges (income/wages/earnings/etc.),1226,1
1225,Winners and bigger winners with a tax cut,2001,Jan,U.S. News & World Report,1,6.67,"relinequality, explicit",1227,1
1226,Winter of discontent,1996,Jan,U.S. News & World Report,1,1.0,"relinequality, explicit",1228,1
1227,With Friends Like These,2005,Oct,Newsweek,5,6.67,irrelevant,1229,0
1228,With Lust ln Our Hearts,2008,Jan,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1230,0
1229,With unemployment at a 40-year high--,1982,Aug,U.S. News & World Report,1,6.67,"relinequality, explicit",1231,1
1230,Wither the Dollar,2004,Dec,Time,3,6.67,relchanges (income/wages/earnings/etc.),1232,0
1231,Woes are waiting,1980,Dec,U.S. News & World Report,2,6.67,"relinequality, implicit",1233,1
1232,Woman of the hour,1997,Aug,Newsweek,5,6.67,irrelevant,1234,0
1233,Wooed by the classroom,1991,Feb,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1235,1
1234,Workaholics beware: long hours may not pay,1986,Apr,U.S. News & World Report,5,6.67,irrelevant,1236,0
1235,Working it out,1992,Feb,U.S. News & World Report,5,6.67,irrelevant,1237,0
1236,Working prisons,1981,Dec,Time,5,6.67,irrelevant,1238,0
1237,Worksteaders clean up,1984,Jan,Newsweek,2,6.67,"relinequality, implicit",1239,0
1238,World.,2012,May,Time,5,6.67,irrelevant,1240,1
1239,Worry time for blacks,1980,Dec,Newsweek,5,6.67,irrelevant,1241,0
1240,Would States Ambush Budget Amendment,1982,Aug,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1242,0
1241,Wow! Real reform!,1986,May,Time,2,6.67,"relinequality, implicit",1243,0
1242,Wowing them in Warsaw,1980,Oct,Time,5,6.67,irrelevant,1244,0
1243,Wringing out inflation,1982,Mar,Newsweek,3,6.67,relchanges (income/wages/earnings/etc.),1245,0
1244,Yakuza inc,1998,Apr,U.S. News & World Report,4,10.0,"releconomy (employment, economy)",1246,0
1245,Year of the spinning dollar,1995,Oct,U.S. News & World Report,3,10.0,relchanges (income/wages/earnings/etc.),1247,1
1246,"Yes, Wall Street Helps the Poor.",2011,Oct,Newsweek,1,6.67,"relinequality, explicit",1248,1
1247,"Yes, we have no cruzeiros",1990,Apr,Time,5,6.67,irrelevant,1249,1
1248,You Call This a Recovery?,2010,Aug,Newsweek,2,6.67,"relinequality, implicit",1250,0
1249,You Gotta Have Friends,2006,Jul,Time,5,6.67,irrelevant,1251,1
1250,You get what you pay for,1986,Jul,U.S. News & World Report,5,6.67,irrelevant,1252,0
1251,You think it's bad here--,1988,Jul,U.S. News & World Report,5,6.67,irrelevant,1253,0
1252,Your best tax strategy for 1988,1987,Mar,U.S. News & World Report,1,6.67,"relinequality, explicit",1254,1
